"user_id","book_id"
"4846","557"
"4846","2192"
"4846","11"
"4846","122"
"4846","2589"
"4846","283"
"4846","4427"
"1824","457"
"1824","1021"
"663","92"
"663","378"
"663","32"
"663","45"
"663","121"
"663","480"
"663","66"
"663","15"
"663","284"
"663","62"
"663","937"
"663","1739"
"663","4544"
"663","323"
"5739","1293"
"7","3552"
"7","225"
"7","3720"
"2983","2622"
"2983","2830"
"2983","3167"
"962","6256"
"929","344"
"5100","1644"
"2331","323"
"2117","4549"
"4691","4549"
"4691","3634"
"3215","73"
"5342","5306"
"5802","1286"
"5802","265"
"5802","256"
"5802","6500"
"5817","233"
"5817","82"
"575","1135"
"575","1915"
"575","6272"
"575","8654"
"575","550"
"1761","1873"
"5686","4440"
"5686","4183"
"5844","2555"
"5844","870"
"5844","132"
"5844","737"
"5844","916"
"1844","439"
"4990","550"
"2432","398"
"2432","1214"
"2432","73"
"2432","49"
"2432","52"
"2432","3"
"2432","150"
"2432","1435"
"2432","5468"
"2432","1011"
"2432","1494"
"2432","3889"
"2432","5734"
"2384","2044"
"2889","186"
"2889","249"
"2889","1310"
"2889","1986"
"2854","5263"
"2854","5826"
"2854","5905"
"3857","1509"
"5912","94"
"5911","113"
"5911","211"
"5911","168"
"5917","1073"
"5912","162"
"5912","8099"
"5917","1094"
"5917","97"
"5892","4544"
"5912","856"
"5912","3769"
"3565","984"
"5917","57"
"1464","760"
"1464","1536"
"1464","1071"
"1464","1638"
"1464","4993"
"1464","5357"
"1464","6536"
"4846","167"
"3879","1529"
"4273","306"
"4273","743"
"4273","986"
"4273","6612"
"4273","436"
"3662","2661"
"5567","249"
"4107","739"
"2968","256"
"5686","3551"
"895","1299"
"5686","534"
"5686","7771"
"3215","2691"
"4212","46"
"4980","155"
"4980","161"
"4980","6768"
"6054","3027"
"6059","46"
"6059","67"
"6059","329"
"6059","1873"
"6059","417"
"6059","57"
"2117","2967"
"2117","4096"
"2117","476"
"2117","969"
"2117","867"
"6042","62"
"6042","94"
"5209","5229"
"1221","1821"
"4990","2465"
"5987","447"
"1729","2026"
"1729","1055"
"1729","9966"
"1729","8973"
"1729","9691"
"1729","3381"
"1729","287"
"2687","405"
"2687","1031"
"2687","104"
"2561","4140"
"2561","688"
"2561","4171"
"2561","1319"
"2561","6844"
"2561","4394"
"2561","40"
"2561","6808"
"5567","1711"
"5567","3016"
"5892","5648"
"2000","80"
"2919","113"
"5917","417"
"2888","554"
"2888","712"
"2888","864"
"2888","1026"
"1352","1426"
"5567","4317"
"5567","2192"
"5567","534"
"5567","1310"
"5567","7651"
"5567","119"
"6059","233"
"6059","212"
"6059","94"
"6059","4838"
"6059","306"
"6059","1655"
"6059","6828"
"6059","1342"
"6059","1343"
"6059","1337"
"6059","2086"
"6059","2109"
"6059","4565"
"6059","5099"
"5987","21"
"6059","457"
"6059","323"
"3519","474"
"5610","407"
"5610","653"
"5610","1055"
"6059","883"
"6059","4302"
"4975","10"
"4975","177"
"4975","1135"
"1403","3296"
"6064","701"
"3565","5347"
"3565","6828"
"6237","6389"
"345","212"
"4274","2577"
"4274","662"
"5394","2247"
"3969","94"
"5987","3703"
"1449","3296"
"6042","1768"
"4410","9951"
"4410","383"
"4410","1021"
"4410","7520"
"4410","867"
"4410","148"
"5447","935"
"5447","130"
"5447","529"
"1173","217"
"6328","895"
"6328","1552"
"6328","2079"
"6328","9689"
"6328","595"
"6329","425"
"1173","550"
"6203","3493"
"1789","1084"
"4429","1571"
"4429","2931"
"4429","1574"
"4429","6828"
"6397","33"
"6397","369"
"6397","570"
"6397","217"
"6397","111"
"5567","779"
"1710","457"
"1710","256"
"6253","782"
"6253","138"
"6253","669"
"6253","8337"
"6253","523"
"6253","5"
"6253","26"
"6253","148"
"6253","195"
"6253","3568"
"5911","7151"
"6432","1561"
"6432","270"
"6432","829"
"6432","1393"
"3482","503"
"4088","63"
"4088","4219"
"4088","8564"
"5705","36"
"5705","325"
"5705","550"
"5705","174"
"5705","1316"
"5705","1238"
"5705","73"
"6459","447"
"6459","5616"
"314","6876"
"6488","498"
"2561","550"
"1403","7651"
"6488","255"
"6488","1042"
"6488","329"
"4990","67"
"3843","256"
"5125","3634"
"4423","104"
"6464","2604"
"3467","758"
"3236","1114"
"1600","111"
"5567","5774"
"5567","2190"
"575","38"
"5911","46"
"4088","687"
"2888","56"
"4088","3572"
"4088","2651"
"2467","322"
"4735","494"
"5394","4343"
"4840","1580"
"4840","1641"
"5817","4528"
"2117","174"
"6226","2107"
"6226","2424"
"3243","1663"
"3243","662"
"3243","3581"
"3243","534"
"6541","131"
"6541","178"
"3243","1168"
"6210","1238"
"4429","522"
"5023","1319"
"5023","818"
"5917","7520"
"5917","395"
"5911","1154"
"2919","32"
"2919","119"
"6609","426"
"1321","249"
"1844","969"
"1844","3546"
"6633","1393"
"6633","46"
"6633","38"
"6633","273"
"1935","494"
"1935","2107"
"1283","1393"
"5892","1216"
"4273","875"
"4273","3"
"4273","49"
"4273","52"
"4273","3160"
"4273","47"
"6694","3598"
"4429","3170"
"2837","5703"
"6329","1232"
"6329","1267"
"6329","1627"
"6329","1694"
"6329","1606"
"4088","3634"
"4840","488"
"2968","2630"
"6329","2021"
"6329","1021"
"6329","784"
"6329","78"
"6329","3788"
"6329","73"
"6730","5260"
"6730","2247"
"6730","824"
"6730","1135"
"6730","1329"
"6730","1571"
"6730","6729"
"1927","5336"
"986","550"
"6797","690"
"476","195"
"476","9263"
"476","4520"
"6797","179"
"6797","5526"
"5911","1570"
"4990","344"
"6294","1316"
"6193","2885"
"6063","3055"
"5209","35"
"4990","4508"
"6876","7822"
"2304","550"
"3284","45"
"1600","1214"
"1600","474"
"6797","221"
"6797","1897"
"6797","3831"
"6373","8186"
"5624","2247"
"5624","848"
"6931","1873"
"6203","2383"
"6966","60"
"6966","1360"
"5209","92"
"6488","659"
"6990","11"
"6990","28"
"6990","101"
"6990","45"
"6990","42"
"6990","122"
"6990","35"
"6990","344"
"6990","597"
"6990","48"
"6990","570"
"6990","795"
"6990","1421"
"6990","2193"
"6990","3476"
"6990","167"
"6990","659"
"6990","6234"
"6990","948"
"6488","690"
"6990","467"
"7005","92"
"7005","2703"
"7005","779"
"2218","642"
"1429","265"
"4934","2027"
"2968","5"
"3482","58"
"6507","1953"
"4274","47"
"6006","1567"
"4714","8617"
"6213","611"
"4875","723"
"5817","64"
"5817","1534"
"6203","328"
"1789","560"
"6193","5966"
"7065","8163"
"5657","5406"
"3601","1041"
"5705","231"
"4934","122"
"6249","1949"
"338","2790"
"6397","4317"
"2063","6285"
"7134","211"
"3164","4104"
"6006","606"
"6006","800"
"2477","467"
"4840","826"
"7162","287"
"7162","1764"
"7162","1003"
"7162","399"
"7162","633"
"7162","4868"
"7162","6457"
"7162","680"
"7162","211"
"7162","969"
"7162","2442"
"7162","403"
"6634","8654"
"7080","27"
"7080","23"
"2063","492"
"2649","195"
"7185","233"
"7185","1672"
"7185","2875"
"7185","395"
"143","142"
"7080","9503"
"7191","7155"
"7191","3837"
"7191","3958"
"7191","1567"
"7191","687"
"7191","1465"
"7191","16"
"7191","1021"
"7191","4016"
"3574","737"
"3574","3844"
"3574","5700"
"1927","413"
"7191","3027"
"3241","5707"
"7224","997"
"4975","83"
"5892","195"
"901","4473"
"901","795"
"901","150"
"7191","557"
"7191","121"
"3574","86"
"1844","943"
"1464","1249"
"1464","1362"
"1464","1278"
"1464","1525"
"3610","969"
"3610","2414"
"3574","3792"
"3574","81"
"3574","9143"
"3087","1936"
"3087","325"
"3087","1021"
"3087","256"
"3087","2013"
"3087","131"
"4735","3641"
"5478","2242"
"3021","67"
"3021","249"
"3021","1090"
"3021","8653"
"1325","1337"
"1325","2470"
"1325","2881"
"6797","688"
"6797","199"
"4735","2643"
"7224","356"
"1570","7002"
"3021","1620"
"3021","974"
"143","56"
"5209","2298"
"7384","1537"
"5912","1581"
"5863","8721"
"5863","1214"
"7410","736"
"5422","730"
"5422","2004"
"5422","1031"
"5422","3764"
"2331","3650"
"6379","5304"
"7422","4992"
"3028","399"
"6132","57"
"6132","659"
"6132","187"
"6373","66"
"1739","6825"
"1739","659"
"1739","111"
"1739","121"
"1739","80"
"1739","162"
"1739","265"
"1739","401"
"1739","485"
"1739","395"
"1739","718"
"1739","498"
"6808","46"
"6797","4715"
"7001","1300"
"4840","229"
"5567","329"
"5567","642"
"5567","509"
"5567","6049"
"3482","6435"
"3482","113"
"6682","167"
"6884","109"
"589","526"
"589","3171"
"589","4633"
"2649","1796"
"1935","467"
"7509","142"
"2968","3992"
"2968","5452"
"2467","1902"
"5394","345"
"1734","56"
"1734","447"
"1734","1090"
"575","5346"
"2320","1547"
"6253","80"
"7584","255"
"3788","1856"
"3788","5101"
"3788","1515"
"3788","2250"
"3122","165"
"7585","3021"
"7585","3788"
"7585","574"
"7585","2044"
"7584","3600"
"5203","557"
"2218","1011"
"7623","7002"
"6006","674"
"6006","4842"
"5478","35"
"5478","57"
"5478","8445"
"5203","4473"
"4615","45"
"4615","265"
"7641","325"
"7641","6552"
"7641","1260"
"7641","2519"
"7641","4022"
"7641","3965"
"7641","1424"
"7641","2245"
"7641","2429"
"7641","1870"
"7641","1600"
"7641","2393"
"7641","1617"
"7642","36"
"7642","199"
"7642","89"
"7641","425"
"7642","87"
"7642","550"
"7642","65"
"4423","1393"
"4423","1957"
"7647","122"
"7647","307"
"7647","7331"
"6682","1216"
"3610","1278"
"7647","977"
"7647","73"
"7642","1150"
"3467","1168"
"7448","3503"
"2384","174"
"2384","1582"
"5950","2809"
"5203","8"
"7647","45"
"1570","5625"
"6008","57"
"2968","4357"
"2854","498"
"7647","694"
"7647","1319"
"7623","3911"
"3426","2280"
"6940","119"
"5033","1427"
"7585","362"
"5033","7021"
"7584","4368"
"4615","2336"
"2919","659"
"2919","1060"
"589","2900"
"2415","9037"
"2968","1779"
"2968","3445"
"2968","6743"
"2968","7940"
"2217","104"
"6965","2607"
"4273","4391"
"4273","4493"
"7647","426"
"2996","322"
"3580","1655"
"7715","3175"
"7715","3921"
"7715","5945"
"7715","526"
"4675","225"
"4675","256"
"4675","45"
"3574","4171"
"7585","36"
"3610","7111"
"1570","2421"
"7771","129"
"7771","885"
"7771","113"
"7771","28"
"7771","1739"
"7771","3425"
"7771","265"
"7771","3763"
"7784","43"
"7784","171"
"7784","559"
"7784","66"
"7784","377"
"7784","453"
"7784","378"
"7771","2378"
"7771","1101"
"2415","597"
"7771","3036"
"7771","1733"
"7641","38"
"7784","2798"
"7784","1757"
"7784","241"
"7784","63"
"7784","67"
"7784","4898"
"7784","47"
"7784","217"
"7784","883"
"7784","1480"
"7678","550"
"7771","3456"
"7824","3137"
"7824","4588"
"7674","5514"
"7674","117"
"7674","642"
"7674","199"
"7674","35"
"7674","94"
"7674","1238"
"7674","67"
"7674","11"
"2251","682"
"2251","408"
"2251","1145"
"2251","2481"
"2968","87"
"7784","5877"
"7784","3767"
"7784","1768"
"7001","100"
"7001","150"
"7001","372"
"7001","534"
"7001","189"
"7001","59"
"7001","544"
"7848","2440"
"7848","2259"
"7848","476"
"7848","323"
"7848","637"
"7848","1574"
"7848","1704"
"7848","4202"
"7848","4994"
"7848","587"
"7848","574"
"7848","1873"
"7840","67"
"7840","2192"
"7848","3933"
"7848","282"
"7784","40"
"7784","417"
"7784","366"
"7784","119"
"7784","22"
"7784","1051"
"7784","3314"
"5656","1316"
"6682","115"
"3580","5089"
"3580","792"
"7867","1964"
"7867","2382"
"7867","3278"
"7867","2299"
"7867","3298"
"7867","6578"
"7867","126"
"7867","3960"
"7867","9577"
"7867","2669"
"7867","4004"
"7867","11"
"7867","424"
"7867","271"
"7867","167"
"7867","1845"
"7867","1574"
"6446","6154"
"6925","2044"
"7674","5112"
"7674","4849"
"6715","3071"
"2469","1552"
"2469","195"
"5342","188"
"7908","5"
"7908","236"
"7908","10"
"7908","46"
"7908","122"
"7908","719"
"7908","1582"
"7908","744"
"7908","4057"
"7908","4347"
"7908","1465"
"7784","1273"
"1187","550"
"3021","2958"
"7930","89"
"4276","27"
"4276","21"
"4276","25"
"7784","311"
"7784","2671"
"6373","287"
"6397","1166"
"7674","2182"
"6541","55"
"6541","10"
"6541","43"
"6541","64"
"6541","81"
"6294","122"
"7975","328"
"7975","1149"
"7976","222"
"7976","367"
"7976","127"
"7976","272"
"7976","126"
"7976","371"
"7976","442"
"7976","400"
"7976","276"
"7976","310"
"7976","777"
"7976","1111"
"7976","156"
"7979","508"
"7979","43"
"3922","7755"
"996","1031"
"7994","36"
"7994","45"
"7994","9722"
"7994","479"
"7994","1999"
"7994","1910"
"7994","2336"
"7994","1384"
"7994","3128"
"7994","8366"
"7994","1566"
"7994","6787"
"6707","737"
"6707","2444"
"6707","849"
"6707","3593"
"6707","5406"
"6707","4166"
"6707","5391"
"6707","5436"
"6707","187"
"6707","519"
"6707","781"
"6707","1398"
"6707","6503"
"6707","875"
"3021","429"
"3021","779"
"7422","4202"
"7422","4509"
"7999","840"
"996","485"
"5912","54"
"5912","103"
"5912","70"
"2197","8"
"2197","109"
"2197","5"
"5912","297"
"5912","897"
"5912","369"
"4088","258"
"5912","403"
"8010","22"
"8010","40"
"8010","111"
"8010","89"
"6373","297"
"3601","1503"
"5695","109"
"5695","177"
"8022","297"
"8022","173"
"8022","68"
"8022","3581"
"6541","5913"
"6541","229"
"6541","272"
"5394","2117"
"8028","97"
"8028","255"
"1600","95"
"1600","4504"
"6876","633"
"6876","255"
"3028","1530"
"5569","378"
"4521","3788"
"4521","3208"
"4521","2346"
"7784","1869"
"7674","6645"
"7674","3124"
"8046","9024"
"8046","103"
"8046","80"
"8046","46"
"8046","436"
"8046","129"
"8046","417"
"8046","387"
"8046","5627"
"8046","1910"
"8046","425"
"8046","1384"
"8046","3989"
"8046","666"
"8046","8261"
"8046","4867"
"8046","748"
"8061","7"
"8061","19"
"8061","189"
"8061","55"
"6727","2757"
"8061","13"
"8061","104"
"6876","14"
"6876","173"
"6876","903"
"8070","273"
"7080","73"
"5695","134"
"8061","168"
"8061","2852"
"8061","609"
"996","236"
"7065","1914"
"7065","217"
"8061","487"
"7842","159"
"5888","311"
"5888","1237"
"5888","597"
"5888","70"
"5888","148"
"5888","743"
"5888","2192"
"5888","4317"
"5888","496"
"5888","8"
"1566","178"
"5695","672"
"5695","1741"
"7065","289"
"8038","1630"
"1844","205"
"1844","664"
"7999","7950"
"7999","642"
"7999","516"
"7999","682"
"7999","5254"
"7999","223"
"7999","5201"
"4735","3590"
"8038","2534"
"8038","66"
"7678","3808"
"8061","113"
"8146","2125"
"8146","534"
"8146","57"
"8146","68"
"8146","586"
"5911","538"
"3969","3021"
"8167","1432"
"1789","467"
"1789","225"
"8188","35"
"8188","40"
"8188","111"
"8188","261"
"8188","82"
"8188","25"
"8188","27"
"8188","122"
"8188","81"
"8188","332"
"8188","505"
"8188","1582"
"6925","748"
"8189","85"
"8189","101"
"8189","83"
"8189","79"
"8189","11"
"8189","48"
"8189","228"
"4521","186"
"4521","195"
"4521","7093"
"4521","1316"
"8205","222"
"8205","126"
"8219","227"
"8219","281"
"8219","343"
"8219","1037"
"8219","963"
"4795","2440"
"3467","383"
"951","4605"
"8234","442"
"2218","869"
"2218","8261"
"8239","1841"
"8239","8"
"8239","5"
"8239","32"
"8239","14"
"8239","29"
"8239","71"
"8239","2815"
"8239","4463"
"8242","118"
"8242","3"
"8242","67"
"8242","9"
"8242","326"
"8242","120"
"8242","398"
"8242","1718"
"8204","819"
"8241","298"
"8241","547"
"8241","977"
"8241","611"
"8139","538"
"8204","757"
"5379","3585"
"5379","4996"
"7889","46"
"7889","187"
"7889","2136"
"7889","1020"
"7889","1296"
"7889","1397"
"5100","273"
"5100","417"
"5100","47"
"7889","51"
"7889","2150"
"7889","207"
"7967","328"
"7967","230"
"7967","1039"
"7967","65"
"8278","55"
"8237","1145"
"7260","4078"
"1585","5292"
"1585","2000"
"1585","657"
"1585","4110"
"1585","3889"
"1585","73"
"1585","4686"
"2968","418"
"2968","103"
"8302","100"
"6682","417"
"6682","3400"
"6682","6500"
"6682","3268"
"3314","188"
"3314","5221"
"8325","94"
"8146","9747"
"8317","1821"
"6567","119"
"6567","38"
"8334","111"
"8334","1111"
"8334","953"
"4909","122"
"4909","2192"
"4909","2028"
"4909","4992"
"1634","4885"
"7678","941"
"8345","2063"
"8345","4722"
"8345","2451"
"8345","9857"
"8345","6818"
"8241","1477"
"8348","5343"
"8348","5739"
"8348","5180"
"8348","8721"
"8348","7738"
"5342","307"
"5342","1715"
"5342","948"
"5342","1873"
"8352","498"
"8352","650"
"8352","984"
"8352","4716"
"8352","3400"
"8352","2798"
"8352","3808"
"8352","2982"
"387","160"
"8334","217"
"4521","2188"
"7784","1039"
"8334","6156"
"8334","1318"
"8334","605"
"8334","1096"
"5695","1467"
"8090","2259"
"7908","256"
"7908","47"
"7908","121"
"7908","82"
"7908","81"
"7908","467"
"3943","743"
"4641","9525"
"8334","1021"
"8334","1053"
"8334","5568"
"8334","708"
"8334","2618"
"8334","2967"
"8382","19"
"8382","4"
"8382","1168"
"7784","246"
"3922","2013"
"4735","142"
"8388","1138"
"6682","193"
"5394","1011"
"5394","2674"
"8022","2098"
"8388","1096"
"8317","2824"
"8241","243"
"8241","609"
"8410","32"
"8410","65"
"8410","35"
"8410","83"
"8410","194"
"8410","109"
"8410","40"
"8410","209"
"8410","82"
"8410","131"
"8410","225"
"8410","255"
"8410","264"
"8410","229"
"8410","498"
"7889","1764"
"7784","133"
"7784","7298"
"4127","3314"
"2063","5388"
"8317","3524"
"6379","640"
"6379","4371"
"6379","377"
"6379","399"
"6379","2954"
"6379","3758"
"6379","1335"
"6379","73"
"6379","36"
"6379","6891"
"6379","1397"
"6379","159"
"6379","1764"
"6379","341"
"8408","186"
"8408","2298"
"8408","6274"
"8410","9946"
"8410","614"
"8436","83"
"8436","71"
"8436","194"
"5209","9960"
"5209","38"
"5695","171"
"8441","483"
"8441","4337"
"8441","297"
"8441","1417"
"8441","1570"
"8441","1748"
"461","7285"
"2968","712"
"2968","864"
"2968","1026"
"4993","191"
"8460","6612"
"8460","284"
"6237","82"
"6237","1161"
"6237","669"
"6237","233"
"6237","181"
"6237","300"
"8370","1843"
"8463","480"
"8463","1293"
"8463","16"
"8465","57"
"8465","11"
"8465","40"
"8465","282"
"5911","718"
"8436","3578"
"8436","2561"
"8469","109"
"8469","22"
"8469","57"
"8469","33"
"8469","72"
"8469","209"
"8469","367"
"8469","398"
"8469","53"
"8469","38"
"8469","272"
"8469","75"
"8469","228"
"8469","153"
"8469","134"
"8469","210"
"8469","384"
"8469","394"
"8469","419"
"8469","3095"
"8469","643"
"8469","246"
"8469","449"
"8469","491"
"8469","783"
"8469","2432"
"8484","10"
"8484","76"
"8484","346"
"8484","46"
"8484","129"
"8484","378"
"7992","1039"
"7992","5310"
"8488","741"
"8488","228"
"8488","108"
"7992","7149"
"8488","508"
"8488","716"
"8488","152"
"7992","1657"
"143","834"
"5885","174"
"5885","597"
"5885","270"
"4735","642"
"7004","1986"
"3278","719"
"3278","101"
"3278","6825"
"3278","3837"
"8454","97"
"8454","1434"
"8454","503"
"8454","3126"
